codigo_contrato,codigo_parceiro,nome_parceiro,valor_aluguel_contrato,taxa_contrato,porcentagem_taxa_administracao,name_status,data_inicio_contrato,meses_duracao_contrato,data_desocupacao,tipo_parceiro,tipo_sistema,nome_produto,migracao,pontualizado
RJ2301101P,JRC,ANDRÉ RODRIGUES DE SOUZA CARDOSO JUNIOR,"850,00","100,00","10,00",Encerrado,07/02/2023,30,31/07/2023,Padrão,sistema,Smart,Nao,Sim
IT2202168A/1,JRC,ANDRÉ RODRIGUES DE SOUZA CARDOSO JUNIOR,"545,80","100,00","10,00",Encerrado,01/03/2022,30,,Padrão,sistema,Smart,Nao,Sim
IT2112931A,JRC,ANDRÉ RODRIGUES DE SOUZA CARDOSO JUNIOR,"350,00","100,00","10,00",Ativo,03/01/2022,30,,Padrão,sistema,Smart,Nao,Sim
IDEALI,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"10,00","0,00","0,00",Ativo,26/08/2025,36,,,sistema,Smart,Nao,Tombamento
SI25123766TD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.600,00","100,00","10,00",Ativo,12/12/2025,12,,,sistema,Smart,Nao,Sim
TM-AND2508037NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.000,00","100,00","10,00",Ativo,08/08/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2506118AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.400,00","100,00","10,00",Ativo,09/06/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2505055NTOD/I,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"840,00","100,00","10,00",Ativo,16/05/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2503044NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.000,00","100,00","10,00",Ativo,18/03/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2502120NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"550,00","100,00","10,00",Ativo,07/02/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2502099AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.200,00","100,00","10,00",Ativo,27/02/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2502058AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"4.000,00","100,00","10,00",Ativo,17/02/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2501149NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","100,00","10,00",Ativo,07/01/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2501042NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.500,00","100,00","10,00",Ativo,09/01/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2412135NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.500,00","100,00","10,00",Ativo,19/12/2024,12,,,sistema,Smart,Nao,Tombamento
TM-AND2412063NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.500,00","100,00","10,00",Ativo,11/12/2024,30,,,sistema,Smart,Nao,Tombamento
TM-AND2411150NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"760,00","100,00","10,00",Ativo,05/11/2024,12,,,sistema,Smart,Nao,Tombamento
TM-AND2411064NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.000,00","100,00","10,00",Ativo,18/11/2024,30,,,sistema,Smart,Nao,Tombamento
TM-AND2407124NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.169,63","100,00","10,00",Ativo,02/07/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2407108AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.329,12","100,00","10,00",Ativo,26/07/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2407066NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.913,94","100,00","10,00",Ativo,24/07/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2406068NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.403,56","100,00","10,00",Ativo,13/06/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2405132NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"808,10","100,00","10,00",Ativo,14/05/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2404106NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.275,96","100,00","10,00",Ativo,26/04/2024,24,,,sistema,Smart,Sim,Tombamento
TM-AND2404070NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.860,78","100,00","10,00",Ativo,16/04/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2403141NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"744,31","100,00","10,00",Ativo,06/03/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2403116NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.424,82","100,00","10,00",Ativo,26/03/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2403071AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.775,71","100,00","10,00",Ativo,08/03/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2402105NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.382,29","100,00","10,00",Ativo,22/02/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2401012NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"710,97","100,00","10,00",Ativo,03/01/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2310159NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"859,82","100,00","10,00",Ativo,26/10/2023,24,,,sistema,Smart,Nao,Tombamento
TM-AND2308076NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.876,66","100,00","10,00",Ativo,10/08/2023,60,,,sistema,Smart,Nao,Tombamento
TM-AND2307111NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"980,42","100,00","10,00",Ativo,20/07/2023,36,,,sistema,Smart,Nao,Tombamento
TM-AND2304126AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"956,97","100,00","10,00",Ativo,28/04/2023,36,,,sistema,Smart,Nao,Tombamento
TM-AND2301022NTOD/I,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.132,92","100,00","10,00",Ativo,11/01/2023,42,,,sistema,Smart,Nao,Tombamento
TM-AND2210134NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"795,33","100,00","10,00",Ativo,27/10/2022,36,,,sistema,Smart,Nao,Tombamento
TM-AND2209160AD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.219,46","100,00","10,00",Ativo,26/09/2022,36,,,sistema,Smart,Nao,Tombamento
TM-AND2208007NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.169,63","100,00","10,00",Ativo,24/08/2022,48,,,sistema,Smart,Nao,Tombamento
TM-AND2203147NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.028,92","100,00","10,00",Ativo,11/03/2022,48,,,sistema,Smart,Nao,Tombamento
TM-AND2111146NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"936,92","100,00","10,00",Ativo,30/11/2021,48,,,sistema,Smart,Nao,Tombamento
SI25113586TD-R,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"756,23","100,00","10,00",Ativo,15/11/2025,12,,,sistema,Smart,Nao,Sim
NM-SI25113521F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.650,00","100,00","10,00",Ativo,24/10/2025,12,,,sistema,Smart,Sim,NÃ£o
NM-SI25113516,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.350,00","100,00","10,00",Ativo,07/11/2025,12,,,sistema,Smart,Sim,NÃ£o
NM-SI25113505F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"3.300,00","100,00","10,00",Ativo,30/09/2025,12,,,sistema,Smart,Sim,NÃ£o
NM-ET25113503CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"700,00","100,00","10,00",Ativo,30/09/2025,12,,,sistema,Smart,Sim,NÃ£o
NM-SI25103462CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","100,00","10,00",Ativo,13/10/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2508030F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"790,00","100,00","10,00",Ativo,14/08/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2508023T,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.300,00","100,00","10,00",Ativo,04/08/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2508019CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","100,00","10,00",Ativo,21/08/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2507040CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.000,00","100,00","10,00",Ativo,15/07/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2507005CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"4.000,00","100,00","10,00",Ativo,29/07/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2506054OF,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","100,00","10,00",Ativo,16/06/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2504131F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.250,00","100,00","10,00",Ativo,10/04/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2504117F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.200,00","100,00","10,00",Ativo,16/04/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2503056CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"580,00","100,00","10,00",Ativo,07/03/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2502057CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"800,00","100,00","10,00",Ativo,27/02/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2501061F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.500,00","100,00","10,00",Ativo,20/01/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2411157F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.614,72","100,00","10,00",Ativo,14/11/2024,30,,,sistema,Smart,Sim,NÃ£o
M-AND2411025X,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.110,12","100,00","10,00",Ativo,22/11/2024,30,,,sistema,Smart,Sim,NÃ£o
M-AND2410128X,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"900,00","100,00","10,00",Ativo,03/10/2024,12,,,sistema,Smart,Sim,NÃ£o
M-AND2410018A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.000,00","100,00","10,00",Ativo,04/10/2024,12,,,sistema,Smart,Sim,NÃ£o
M-AND2409101F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"3.300,00","100,00","10,00",Ativo,25/09/2024,12,,,sistema,Smart,Sim,NÃ£o
M-AND2407067F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"956,97","100,00","10,00",Ativo,27/07/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2404050F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"861,27","100,00","10,00",Ativo,29/04/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2403051CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.382,29","100,00","10,00",Ativo,13/03/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2402072CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.020,27","100,00","10,00",Ativo,15/02/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2401137A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","100,00","10,00",Ativo,26/01/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2307102S,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"3.540,38","100,00","8,00",Ativo,10/07/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2307079F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.178,70","100,00","10,00",Ativo,21/07/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2306039CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.470,63","100,00","10,00",Ativo,30/06/2023,37,,,sistema,Smart,Sim,NÃ£o
M-AND2305166NM,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"4.211,06","100,00","10,00",Ativo,26/05/2023,359,,,sistema,Smart,Sim,NÃ£o
M-AND2304045F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"956,97","100,00","10,00",Ativo,12/04/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2303165F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.020,27","100,00","10,00",Ativo,08/03/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2303148F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"850,64","100,00","10,00",Ativo,09/03/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2303081C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.169,63","100,00","10,00",Ativo,21/03/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2302133F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.437,58","100,00","10,00",Ativo,01/02/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2302115CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.245,72","100,00","10,00",Ativo,10/02/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2301121CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.271,71","100,00","10,00",Ativo,09/01/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2301046EA,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"832,00","100,00","10,00",Ativo,04/01/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2301036F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.429,08","100,00","10,00",Ativo,03/01/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2212083F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.010,14","100,00","10,00",Ativo,20/12/2022,36,,,sistema,Smart,Sim,NÃ£o
M-AND2208024F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.097,44","100,00","10,00",Ativo,19/08/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2208006OF,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.207,84","100,00","10,00",Ativo,15/08/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2207107CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.634,03","100,00","10,00",Ativo,29/07/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2207034F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"898,71","100,00","10,00",Ativo,12/07/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2206127F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"740,76","100,00","10,00",Ativo,03/06/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2205129F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.203,08","100,00","10,00",Ativo,23/05/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2204089F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.871,41","100,00","10,00",Ativo,23/04/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2204087C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.382,29","100,00","10,00",Ativo,20/04/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2204085F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"4.808,16","100,00","10,00",Ativo,26/04/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2202152F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"750,59","100,00","10,00",Ativo,04/02/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2202092F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"750,59","100,00","10,00",Ativo,04/02/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2202008C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"531,65","100,00","10,00",Ativo,25/02/2022,48,,,sistema,Smart,Sim,NÃ£o
M-AND2110098CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.493,61","100,00","10,00",Ativo,27/10/2021,48,,,sistema,Smart,Sim,NÃ£o
M-AND2109161CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"905,71","100,00","10,00",Ativo,17/09/2021,48,,,sistema,Smart,Sim,NÃ£o
M-AND2109096C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.324,17","100,00","10,00",Ativo,03/09/2021,48,,,sistema,Smart,Sim,NÃ£o
M-AND2108020F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"993,53","100,00","10,00",Ativo,12/08/2021,49,,,sistema,Smart,Sim,NÃ£o
M-AND2108014CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"551,96","100,00","10,00",Ativo,23/08/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2108013C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.215,14","100,00","10,00",Ativo,25/08/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2107163F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.326,51","100,00","10,00",Ativo,09/07/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2107110CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.050,00","100,00","10,00",Ativo,22/07/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2104090CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.289,99","100,00","10,00",Ativo,22/04/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2101002NM,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.646,74","100,00","10,00",Ativo,22/01/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2011093CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"879,60","100,00","10,00",Ativo,11/11/2020,60,,,sistema,Smart,Sim,NÃ£o
M-AND2011088F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"865,83","100,00","10,00",Ativo,12/11/2020,60,,,sistema,Smart,Sim,NÃ£o
M-AND2011086F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"857,14","100,00","10,00",Ativo,13/11/2020,60,,,sistema,Smart,Sim,NÃ£o
M-AND2009122F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.234,02","100,00","10,00",Ativo,10/09/2020,60,,,sistema,Smart,Sim,NÃ£o
M-AND2008016F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.556,52","100,00","10,00",Ativo,21/08/2020,72,,,sistema,Smart,Sim,NÃ£o
M-AND2005136C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"740,00","100,00","10,00",Ativo,06/05/2020,72,,,sistema,Smart,Sim,NÃ£o
M-AND2004140F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"606,08","100,00","10,00",Ativo,08/04/2020,72,,,sistema,Smart,Sim,NÃ£o
M-AND1909123NM,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.931,12","100,00","10,00",Ativo,27/09/2019,72,,,sistema,Smart,Sim,NÃ£o
M-AND1907164F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"6.721,26","100,00","10,00",Ativo,29/07/2019,84,,,sistema,Smart,Sim,NÃ£o
M-AND1806113C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.871,40","100,00","10,00",Ativo,11/06/2018,96,,,sistema,Smart,Sim,NÃ£o
M-AND1806094C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.567,70","100,00","10,00",Ativo,22/06/2018,97,,,sistema,Smart,Sim,NÃ£o
M-AND1602109F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.038,10","100,00","10,00",Ativo,26/02/2016,114,,,sistema,Smart,Sim,NÃ£o
M-AND2508038F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.300,00","100,00","10,00",Ativo,13/08/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2103003CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.770,38","100,00","10,00",Ativo,12/03/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND2102151F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"859,24","100,00","10,00",Ativo,19/02/2021,60,,,sistema,Smart,Sim,NÃ£o
M-AND1901091C,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"4.092,95","100,00","10,00",Ativo,07/01/2019,96,,,sistema,Smart,Sim,NÃ£o
M-AND1412029F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"6.379,80","100,00","10,00",Ativo,31/12/2014,216,,,sistema,Smart,Sim,NÃ£o
TM-AND2301046NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"832,00","100,00","10,00",Encerrado,04/01/2023,36,,,sistema,Smart,Sim,Sim
M-AND2507043X,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.990,00","100,00","10,00",Encerrado,15/07/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2503035F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.000,00","100,00","10,00",Encerrado,11/03/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2501100X,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"3.080,00","100,00","10,00",Encerrado,28/01/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2408017CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.000,00","100,00","10,00",Encerrado,27/08/2024,12,,,sistema,Smart,Sim,NÃ£o
M-AND2404069A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.063,30","100,00","10,00",Encerrado,22/04/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2403142CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"850,64","100,00","10,00",Encerrado,27/03/2024,24,,,sistema,Smart,Sim,NÃ£o
M-AND2311074A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.425,46","100,00","10,00",Encerrado,21/11/2023,24,,,sistema,Smart,Sim,NÃ£o
M-AND2309075F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.919,28","100,00","10,00",Encerrado,12/09/2023,60,,,sistema,Smart,Sim,NÃ£o
M-AND2303041EA,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.650,00","100,00","10,00",Encerrado,13/03/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2301082A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.222,79","100,00","10,00",Encerrado,25/01/2023,36,,,sistema,Smart,Sim,NÃ£o
M-AND2212103X,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.665,68","100,00","10,00",Encerrado,07/12/2022,36,,,sistema,Smart,Sim,NÃ£o
NM-ET25123862CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.100,00","30,00","10,00",Pausado,18/12/2025,12,,,sistema,Smart,Sim,NÃ£o
TM-AND2504053NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.300,00","100,00","10,00",Pausado,30/04/2025,12,,,sistema,Smart,Nao,Tombamento
TM-AND2410065NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.056,40","100,00","10,00",Pausado,31/10/2024,12,,,sistema,Smart,Nao,Tombamento
TM-AND2408033NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.913,94","100,00","10,00",Pausado,16/08/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2405130NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"897,78","100,00","10,00",Pausado,22/05/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2403010NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"744,31","100,00","10,00",Pausado,22/03/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2402048NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.000,00","100,00","10,00",Pausado,07/02/2024,24,,,sistema,Smart,Nao,Tombamento
TM-AND2312073NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.807,61","100,00","10,00",Pausado,15/12/2023,24,,,sistema,Smart,Nao,Tombamento
TM-AND2307078NTOD,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.470,63","100,00","10,00",Pausado,13/07/2023,36,,,sistema,Smart,Nao,Tombamento
NM-ET25113519CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.300,00","100,00","10,00",Pausado,16/10/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2508037F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.000,00","100,00","10,00",Pausado,08/08/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2506118CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.400,00","100,00","10,00",Pausado,09/06/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2505055A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"840,00","100,00","10,00",Pausado,16/05/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2505028CP,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"950,00","100,00","10,00",Pausado,22/05/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2504053A,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"2.300,00","100,00","10,00",Pausado,30/04/2025,12,,,sistema,Smart,Sim,NÃ£o
M-AND2503049F,,ANDREA DUTRA NEGOCIOS IMOBILIARIOS LTDA,"1.350,00","100,00","10,00",Pausado,31/03/2025,12,,,sistema,Smart,Sim,NÃ£o
